Pallet: "pallet_im_online", Extrinsic: "validate_unsigned_and_then_heartbeat", Lowest values: [], Highest values: [], Steps: [100], Repeat: 5
k,e,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
1000,39,548829,7813,4,6,1,2
1000,40,630931,6567,4,6,1,2
1000,40,568611,6410,4,6,1,2
1000,40,546353,7712,4,6,1,2
1000,40,612835,6994,4,6,1,2
1000,40,636821,6508,4,6,1,2
1000,41,538919,14780,4,6,1,2
1000,41,628983,6857,4,6,1,2
1000,41,628972,6583,4,6,1,2
1000,41,595079,6736,4,6,1,2
1000,41,615275,7927,4,6,1,2
1000,42,549249,6537,4,6,1,2
1000,42,607223,7691,4,6,1,2
1000,42,538178,6482,4,6,1,2
1000,42,687838,6629,4,6,1,2
1000,42,533813,6870,4,6,1,2
1000,43,610943,6762,4,6,1,2
1000,43,530825,6448,4,6,1,2
1000,43,605263,6213,4,6,1,2
1000,43,603668,8242,4,6,1,2
1000,43,608973,6932,4,6,1,2
1000,44,532552,6634,4,6,1,2
1000,44,571024,6745,4,6,1,2
1000,44,539993,6368,4,6,1,2
1000,44,531587,6590,4,6,1,2
1000,44,533410,6033,4,6,1,2
1000,45,625270,7489,4,6,1,2
1000,45,524299,6373,4,6,1,2
1000,45,623356,6829,4,6,1,2
1000,45,530519,6624,4,6,1,2
1000,45,695432,7284,4,6,1,2
1000,46,638229,6964,4,6,1,2
1000,46,586295,7228,4,6,1,2
1000,46,532221,6079,4,6,1,2
1000,46,533340,6316,4,6,1,2
1000,46,727524,7798,4,6,1,2
1000,47,630554,7144,4,6,1,2
1000,47,655227,7233,4,6,1,2
1000,47,638499,6918,4,6,1,2
1000,47,551135,6295,4,6,1,2
1000,47,704088,7369,4,6,1,2
1000,48,545546,6422,4,6,1,2
1000,48,614869,6639,4,6,1,2
1000,48,534926,6057,4,6,1,2
1000,48,534499,5908,4,6,1,2
1000,48,535928,5969,4,6,1,2
1000,49,613752,7575,4,6,1,2
1000,49,534779,6728,4,6,1,2
1000,49,604063,6876,4,6,1,2
1000,49,544565,6523,4,6,1,2
1000,49,604629,6278,4,6,1,2
1000,50,625683,5939,4,6,1,2
1000,50,613381,6502,4,6,1,2
1000,50,679499,7646,4,6,1,2
1000,50,676116,7301,4,6,1,2
1000,50,587906,6647,4,6,1,2
1000,51,693239,7467,4,6,1,2
1000,51,534687,6016,4,6,1,2
1000,51,556988,6563,4,6,1,2
1000,51,639420,6016,4,6,1,2
1000,51,638828,7008,4,6,1,2
1000,52,617650,6794,4,6,1,2
1000,52,628740,7334,4,6,1,2
1000,52,537744,6546,4,6,1,2
1000,52,590967,7551,4,6,1,2
1000,52,588282,9312,4,6,1,2
1000,53,537685,6142,4,6,1,2
1000,53,532342,6435,4,6,1,2
1000,53,611152,7314,4,6,1,2
1000,53,561495,20309,4,6,1,2
1000,53,550984,6784,4,6,1,2
1000,54,632604,6709,4,6,1,2
1000,54,656469,7044,4,6,1,2
1000,54,629364,7655,4,6,1,2
1000,54,643395,6781,4,6,1,2
1000,54,632610,6839,4,6,1,2
1000,55,537685,6232,4,6,1,2
1000,55,536165,5781,4,6,1,2
1000,55,536915,6266,4,6,1,2
1000,55,639519,6422,4,6,1,2
1000,55,631755,7663,4,6,1,2
1000,56,560386,6951,4,6,1,2
1000,56,565873,7784,4,6,1,2
1000,56,562772,6715,4,6,1,2
1000,56,553540,6712,4,6,1,2
1000,56,522554,6808,4,6,1,2
1000,57,578628,7020,4,6,1,2
1000,57,556095,7502,4,6,1,2
1000,57,637700,6909,4,6,1,2
1000,57,576620,6870,4,6,1,2
1000,57,541146,18801,4,6,1,2
1000,58,550409,6781,4,6,1,2
1000,58,610838,7173,4,6,1,2
1000,58,541734,6160,4,6,1,2
1000,58,598900,6655,4,6,1,2
1000,58,558521,6954,4,6,1,2
1000,59,540303,6295,4,6,1,2
1000,59,727068,7322,4,6,1,2
1000,59,621096,6730,4,6,1,2
1000,59,698078,7299,4,6,1,2
1000,59,581620,6506,4,6,1,2
1000,60,648763,7321,4,6,1,2
1000,60,636153,8015,4,6,1,2
1000,60,633788,6870,4,6,1,2
1000,60,660067,19239,4,6,1,2
1000,60,541355,6778,4,6,1,2
1000,61,627867,7383,4,6,1,2
1000,61,526526,6666,4,6,1,2
1000,61,597375,6984,4,6,1,2
1000,61,572584,6526,4,6,1,2
1000,61,626352,6126,4,6,1,2
1000,62,541377,7465,4,6,1,2
1000,62,622156,6673,4,6,1,2
1000,62,623442,6910,4,6,1,2
1000,62,541482,6615,4,6,1,2
1000,62,721029,7105,4,6,1,2
1000,63,541875,6627,4,6,1,2
1000,63,637705,7566,4,6,1,2
1000,63,673073,7223,4,6,1,2
1000,63,705474,6307,4,6,1,2
1000,63,635276,7260,4,6,1,2
1000,64,543090,5950,4,6,1,2
1000,64,633254,6488,4,6,1,2
1000,64,544405,7444,4,6,1,2
1000,64,562660,6728,4,6,1,2
1000,64,671075,7595,4,6,1,2
1000,65,541734,6713,4,6,1,2
1000,65,631620,7339,4,6,1,2
1000,65,598170,6655,4,6,1,2
1000,65,703818,7700,4,6,1,2
1000,65,547523,6069,4,6,1,2
1000,66,646503,6649,4,6,1,2
1000,66,641504,7070,4,6,1,2
1000,66,624271,6066,4,6,1,2
1000,66,631631,7544,4,6,1,2
1000,66,662447,7015,4,6,1,2
1000,67,606813,6436,4,6,1,2
1000,67,574767,6574,4,6,1,2
1000,67,612482,6848,4,6,1,2
1000,67,1074063,10693,4,6,1,2
1000,67,642841,7307,4,6,1,2
1000,68,591352,6539,4,6,1,2
1000,68,557247,6788,4,6,1,2
1000,68,621903,6607,4,6,1,2
1000,68,543213,6286,4,6,1,2
1000,68,611122,6324,4,6,1,2
1000,69,570816,6266,4,6,1,2
1000,69,639050,7198,4,6,1,2
1000,69,628472,7287,4,6,1,2
1000,69,624980,7248,4,6,1,2
1000,69,588860,7078,4,6,1,2
1000,70,586913,6636,4,6,1,2
1000,70,628881,7094,4,6,1,2
1000,70,614218,6594,4,6,1,2
1000,70,584698,7014,4,6,1,2
1000,70,540339,6559,4,6,1,2
1000,71,567208,7284,4,6,1,2
1000,71,546628,22779,4,6,1,2
1000,71,636476,6991,4,6,1,2
1000,71,541796,6405,4,6,1,2
1000,71,606239,7302,4,6,1,2
1000,72,544655,6308,4,6,1,2
1000,72,542103,6644,4,6,1,2
1000,72,546576,5967,4,6,1,2
1000,72,541772,6332,4,6,1,2
1000,72,690446,7563,4,6,1,2
1000,73,635882,7021,4,6,1,2
1000,73,544441,6371,4,6,1,2
1000,73,557942,6142,4,6,1,2
1000,73,627820,6455,4,6,1,2
1000,73,628540,6776,4,6,1,2
1000,74,641967,7275,4,6,1,2
1000,74,588009,7255,4,6,1,2
1000,74,651430,7210,4,6,1,2
1000,74,627794,6903,4,6,1,2
1000,74,628511,6506,4,6,1,2
1000,75,599905,7049,4,6,1,2
1000,75,549554,6453,4,6,1,2
1000,75,608275,6596,4,6,1,2
1000,75,630393,6796,4,6,1,2
1000,75,629805,6814,4,6,1,2
1000,76,551638,6323,4,6,1,2
1000,76,1143899,10113,4,6,1,2
1000,76,545656,6062,4,6,1,2
1000,76,584137,6471,4,6,1,2
1000,76,556726,6763,4,6,1,2
1000,77,630873,7155,4,6,1,2
1000,77,630412,7069,4,6,1,2
1000,77,622919,7014,4,6,1,2
1000,77,604786,6631,4,6,1,2
1000,77,651895,6500,4,6,1,2
1000,78,553825,6973,4,6,1,2
1000,78,566262,6902,4,6,1,2
1000,78,675425,6172,4,6,1,2
1000,78,578439,5909,4,6,1,2
1000,78,650156,6791,4,6,1,2
1000,79,638932,6678,4,6,1,2
1000,79,555051,5984,4,6,1,2
1000,79,608429,6868,4,6,1,2
1000,79,551166,6246,4,6,1,2
1000,79,648853,6191,4,6,1,2
1000,80,550877,10083,4,6,1,2
1000,80,583381,7280,4,6,1,2
1000,80,562102,6973,4,6,1,2
1000,80,604171,6413,4,6,1,2
1000,80,661016,6770,4,6,1,2
1000,81,621688,6548,4,6,1,2
1000,81,537744,6504,4,6,1,2
1000,81,740662,6408,4,6,1,2
1000,81,567153,5849,4,6,1,2
1000,81,555492,6084,4,6,1,2
1000,82,609742,6188,4,6,1,2
1000,82,644106,6370,4,6,1,2
1000,82,607241,6290,4,6,1,2
1000,82,597386,7064,4,6,1,2
1000,82,639703,6696,4,6,1,2
1000,83,602958,6608,4,6,1,2
1000,83,547882,6292,4,6,1,2
1000,83,556259,6479,4,6,1,2
1000,83,555045,6395,4,6,1,2
1000,83,648942,7058,4,6,1,2
1000,84,589966,7288,4,6,1,2
1000,84,688727,15868,4,6,1,2
1000,84,597172,6773,4,6,1,2
1000,84,636299,6619,4,6,1,2
1000,84,563519,6953,4,6,1,2
1000,85,559736,6675,4,6,1,2
1000,85,589967,7212,4,6,1,2
1000,85,659893,6153,4,6,1,2
1000,85,559931,6118,4,6,1,2
1000,85,702530,7757,4,6,1,2
1000,86,706237,7312,4,6,1,2
1000,86,703960,7631,4,6,1,2
1000,86,590100,7473,4,6,1,2
1000,86,657514,6601,4,6,1,2
1000,86,645818,8704,4,6,1,2
1000,87,638962,6954,4,6,1,2
1000,87,572959,6245,4,6,1,2
1000,87,582470,6018,4,6,1,2
1000,87,588339,6316,4,6,1,2
1000,87,583445,6869,4,6,1,2
1000,88,607302,6293,4,6,1,2
1000,88,561762,6415,4,6,1,2
1000,88,558243,6421,4,6,1,2
1000,88,706555,6661,4,6,1,2
1000,88,557371,5858,4,6,1,2
1000,89,557672,6284,4,6,1,2
1000,89,791161,6391,4,6,1,2
1000,89,560682,6097,4,6,1,2
1000,89,716974,7236,4,6,1,2
1000,89,660631,7136,4,6,1,2
1000,90,568219,6097,4,6,1,2
1000,90,578066,7086,4,6,1,2
1000,90,657903,6816,4,6,1,2
1000,90,559890,6502,4,6,1,2
1000,90,561427,5965,4,6,1,2
1000,91,558831,6221,4,6,1,2
1000,91,560494,6323,4,6,1,2
1000,91,559687,6678,4,6,1,2
1000,91,643338,6671,4,6,1,2
1000,91,569728,5782,4,6,1,2
1000,92,556486,6004,4,6,1,2
1000,92,661530,6655,4,6,1,2
1000,92,588168,6145,4,6,1,2
1000,92,559739,5660,4,6,1,2
1000,92,629806,6801,4,6,1,2
1000,93,609776,6827,4,6,1,2
1000,93,731259,7878,4,6,1,2
1000,93,559284,6436,4,6,1,2
1000,93,621067,6774,4,6,1,2
1000,93,662775,6704,4,6,1,2
1000,94,607105,6922,4,6,1,2
1000,94,629760,6510,4,6,1,2
1000,94,557324,6293,4,6,1,2
1000,94,643624,6703,4,6,1,2
1000,94,697885,6624,4,6,1,2
1000,95,578796,6341,4,6,1,2
1000,95,659226,6835,4,6,1,2
1000,95,661958,7444,4,6,1,2
1000,95,630521,6527,4,6,1,2
1000,95,643322,6745,4,6,1,2
1000,96,576821,6539,4,6,1,2
1000,96,654353,7370,4,6,1,2
1000,96,650401,6993,4,6,1,2
1000,96,677203,6336,4,6,1,2
1000,96,668135,7598,4,6,1,2
1000,97,641930,6891,4,6,1,2
1000,97,575278,6500,4,6,1,2
1000,97,594079,6670,4,6,1,2
1000,97,590625,7052,4,6,1,2
1000,97,652575,5897,4,6,1,2
1000,98,560019,6578,4,6,1,2
1000,98,658519,6482,4,6,1,2
1000,98,584316,5833,4,6,1,2
1000,98,645305,7250,4,6,1,2
1000,98,650736,7154,4,6,1,2
1000,99,581981,6619,4,6,1,2
1000,99,574476,6247,4,6,1,2
1000,99,646467,7224,4,6,1,2
1000,99,646040,6509,4,6,1,2
1000,99,564242,6740,4,6,1,2
1000,100,564009,6462,4,6,1,2
1000,100,637358,5998,4,6,1,2
1000,100,720691,7230,4,6,1,2
1000,100,715905,8017,4,6,1,2
1000,100,589989,6926,4,6,1,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    216.5
    + k    0.374
    + e    0.654
              µs

Reads = 4 + (0 * k) + (0 * e)
Writes = 1 + (0 * k) + (0 * e)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    k     e   mean µs  sigma µs       %
    1   100     249.9     17.01    6.8%
   10   100     266.7     2.639    0.9%
   19   100     272.7     12.72    4.6%
   28   100     274.3     14.07    5.1%
   37   100     284.3      15.8    5.5%
   46   100     276.8     16.39    5.9%
   55   100     279.8     15.59    5.5%
   64   100     317.6     6.884    2.1%
   73   100     327.4     16.84    5.1%
   82   100     294.5     17.74    6.0%
   91   100     304.7      14.9    4.8%
  100   100     285.5     0.487    0.1%
  109   100     317.2      13.6    4.2%
  118   100     324.6     14.33    4.4%
  127   100     294.3      0.86    0.2%
  136   100     323.7     9.567    2.9%
  145   100     315.5     22.64    7.1%
  154   100     315.8     17.08    5.4%
  163   100     320.7     20.39    6.3%
  172   100     323.4     18.17    5.6%
  181   100     362.9     5.524    1.5%
  190   100       334     16.68    4.9%
  199   100     339.8      30.6    9.0%
  208   100     324.5     5.249    1.6%
  217   100     365.5     1.362    0.3%
  226   100     326.7     0.781    0.2%
  235   100     349.6     28.63    8.1%
  244   100     362.4     12.56    3.4%
  253   100     394.6     18.21    4.6%
  262   100     364.2     18.21    5.0%
  271   100     421.3     15.52    3.6%
  280   100     396.1     1.201    0.3%
  289   100     362.2     11.39    3.1%
  298   100     380.1     23.79    6.2%
  307   100     415.2        20    4.8%
  316   100     356.7     3.696    1.0%
  325   100     379.3     21.71    5.7%
  334   100     379.3     26.86    7.0%
  343   100     417.8     4.913    1.1%
  352   100     425.5     4.974    1.1%
  361   100     403.5     28.24    6.9%
  370   100     408.2     18.48    4.5%
  379   100     444.2     20.08    4.5%
  388   100     437.6     7.047    1.6%
  397   100       405     30.44    7.5%
  406   100       403     15.07    3.7%
  415   100     414.4     20.22    4.8%
  424   100     504.6     46.76    9.2%
  433   100     437.2     27.51    6.2%
  442   100     451.7     11.56    2.5%
  451   100     438.3     29.68    6.7%
  460   100     442.6     20.59    4.6%
  469   100       470     13.76    2.9%
  478   100     457.8     5.622    1.2%
  487   100     410.1     1.054    0.2%
  496   100     491.4     28.69    5.8%
  505   100     486.5     8.226    1.6%
  514   100     481.5     15.24    3.1%
  523   100     474.2     40.61    8.5%
  532   100     519.6     38.99    7.5%
  541   100     513.2     10.08    1.9%
  550   100     480.6     35.52    7.3%
  559   100     440.3     12.44    2.8%
  568   100     478.2     21.26    4.4%
  577   100     477.9      5.35    1.1%
  586   100     533.3     20.66    3.8%
  595   100     471.2     13.04    2.7%
  604   100     515.2     9.196    1.7%
  613   100       534     31.23    5.8%
  622   100     507.8     16.88    3.3%
  631   100     547.7     17.56    3.2%
  640   100     515.5     36.02    6.9%
  649   100     546.1     12.13    2.2%
  658   100       560      57.8   10.3%
  667   100     536.4     10.64    1.9%
  676   100     489.8     7.669    1.5%
  685   100     500.5     35.87    7.1%
  694   100     560.2     6.868    1.2%
  703   100     486.5     6.431    1.3%
  712   100     601.2     36.99    6.1%
  721   100     530.7     35.63    6.7%
  730   100     503.1     23.83    4.7%
  739   100     558.2     44.32    7.9%
  748   100     542.8      43.6    8.0%
  757   100     533.6     35.62    6.6%
  766   100     561.7     22.56    4.0%
  775   100       557     16.73    3.0%
  784   100     553.7     38.37    6.9%
  793   100     577.7     15.09    2.6%
  802   100     519.4     14.49    2.7%
  811   100     589.1     45.27    7.6%
  820   100     570.9      39.4    6.9%
  829   100     603.6     39.08    6.4%
  838   100     574.8     36.22    6.3%
  847   100     557.2     32.46    5.8%
  856   100     586.6     13.76    2.3%
  865   100     570.4     29.42    5.1%
  874   100     640.5     28.08    4.3%
  883   100     590.6     37.82    6.4%
  892   100     654.2     19.39    2.9%
  901   100     619.4     18.03    2.9%
  910   100     617.6     42.33    6.8%
  919   100     597.8      12.6    2.1%
  928   100     575.1     19.58    3.4%
  937   100     668.4     19.74    2.9%
  946   100       702     84.22   11.9%
  955   100       614     20.35    3.3%
  964   100     629.2     20.56    3.2%
  973   100     639.4     37.66    5.8%
  982   100     689.1     19.35    2.8%
  991   100       656     9.552    1.4%
 1000     1       565      14.9    2.6%
 1000     2     571.5      4.09    0.7%
 1000     3     568.9     0.741    0.1%
 1000     4       524     33.04    6.3%
 1000     5     554.5     14.35    2.5%
 1000     6     539.6     30.78    5.7%
 1000     7     560.6      10.5    1.8%
 1000     8     565.7     42.92    7.5%
 1000     9     540.2     30.46    5.6%
 1000    10     578.8     58.92   10.1%
 1000    11     578.2     25.29    4.3%
 1000    12     595.4     18.65    3.1%
 1000    13     557.9     12.84    2.3%
 1000    14     576.9     6.656    1.1%
 1000    15     583.6     3.078    0.5%
 1000    16       607      32.1    5.2%
 1000    17     563.9     38.18    6.7%
 1000    18     553.6     28.73    5.1%
 1000    19     592.1     5.623    0.9%
 1000    20     540.5     28.09    5.1%
 1000    21     592.2     6.016    1.0%
 1000    22     559.5     32.81    5.8%
 1000    23     569.1     37.51    6.5%
 1000    24     572.5     24.74    4.3%
 1000    25     589.1     11.29    1.9%
 1000    26     564.3     6.589    1.1%
 1000    27     535.7     17.35    3.2%
 1000    28     604.8     64.36   10.6%
 1000    29     590.6     0.913    0.1%
 1000    30     577.7     41.75    7.2%
 1000    31       571     34.36    6.0%
 1000    32     611.8      34.1    5.5%
 1000    33     615.2     14.68    2.3%
 1000    34     526.9     5.149    0.9%
 1000    35     567.7     42.26    7.4%
 1000    36     524.8     0.394    0.0%
 1000    37     630.3     24.52    3.8%
 1000    38     584.5     28.77    4.9%
 1000    39     597.8     36.52    6.1%
 1000    40     604.1     26.17    4.3%
 1000    41     613.1     13.92    2.2%
 1000    42     564.8     30.27    5.3%
 1000    43     605.9     2.222    0.3%
 1000    44     535.3     3.323    0.6%
 1000    45       593     44.22    7.4%
 1000    46     585.9     42.82    7.3%
 1000    47     641.4     10.28    1.6%
 1000    48     538.8     4.787    0.8%
 1000    49     584.4     28.18    4.8%
 1000    50     638.3     27.14    4.2%
 1000    51     611.7     38.72    6.3%
 1000    52     598.9     13.25    2.2%
 1000    53       550     9.742    1.7%
 1000    54     636.2     5.085    0.7%
 1000    55     568.7     44.52    7.8%
 1000    56     558.8     3.912    0.6%
 1000    57     570.4     10.18    1.7%
 1000    58     569.2      21.2    3.7%
 1000    59     633.5     48.35    7.6%
 1000    60     639.5     6.573    1.0%
 1000    61     598.7     21.97    3.6%
 1000    62     595.6     38.33    6.4%
 1000    63     648.6     17.27    2.6%
 1000    64     580.1     38.31    6.6%
 1000    65     592.4     34.57    5.8%
 1000    66     639.8     6.179    0.9%
 1000    67     620.7     15.81    2.5%
 1000    68     586.5     22.25    3.7%
 1000    69     614.1      17.9    2.9%
 1000    70     595.2     13.42    2.2%
 1000    71     573.3     24.72    4.3%
 1000    72     544.4     1.832    0.3%
 1000    73     604.7     33.11    5.4%
 1000    74     632.7     6.518    1.0%
 1000    75     612.6     12.59    2.0%
 1000    76     564.1     14.27    2.5%
 1000    77       628     3.645    0.5%
 1000    78     598.2     37.01    6.1%
 1000    79     600.8     34.66    5.7%
 1000    80     583.2     17.17    2.9%
 1000    81     581.4     28.85    4.9%
 1000    82     618.8     14.74    2.3%
 1000    83     571.4      22.3    3.9%
 1000    84     607.8     20.35    3.3%
 1000    85     603.2     41.87    6.9%
 1000    86       669      25.1    3.7%
 1000    87     584.7     2.567    0.4%
 1000    88     575.7     22.34    3.8%
 1000    89       646     64.62   10.0%
 1000    90     569.2      6.83    1.1%
 1000    91     563.3     4.555    0.8%
 1000    92     592.5     28.77    4.8%
 1000    93     631.2     22.79    3.6%
 1000    94     626.8     15.05    2.4%
 1000    95     644.3     11.74    1.8%
 1000    96     657.6     7.601    1.1%
 1000    97     608.8     23.41    3.8%
 1000    98     626.7     30.11    4.8%
 1000    99     600.8     32.11    5.3%
 1000   100     656.6     37.01    5.6%

Quality and confidence:
param     error
k         0.005
e         0.059

Model:
Time ~=    191.7
    + k     0.36
    + e     0.86
              µs

Reads = 4 + (0 * k) + (0 * e)
Writes = 1 + (0 * k) + (0 * e)
